frame,timestamp,realtime_sec,track_inner_ms,tracking_state,tracking_state_name,flag_ok,flag_recently_lost,flag_lost,flag_vo,host,build_id,cpu_temp_c,throttled_hex,imu_scale_s,bias_bax,bias_bay,bias_baz,bias_bwx,bias_bwy,bias_bwz,dx,dy,dz,e_trans,drx,dry,drz,mean_desc_dist,desc_std,inlier_ratio,reproj_error,feature_spread,feature_grid_coverage,velocity_change,map_inliers,keypoints,reproj_error_lag1,reproj_error_lag5,reproj_error_rolling_mean,map_inliers_trend,map_inliers_rolling_mean,velocity_acceleration,velocity_change_lag1,drift_prev,drift_rolling_mean,inlier_ratio_lag1,inlier_ratio_trend,keypoints_rolling_mean,feature_spread_trend,feature_grid_coverage_lag1,tracking_health_score
0,1403636858.651666403,1779007436.233056,1.1056,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000011,0.204988,0.027995,0.000000,0,1207,nan,nan,0.000011,nan,0.000000,0.000000,nan,nan,0.000000,nan,nan,1207.000000,nan,nan,0.654731
1,1403636858.701666594,1779007436.285156,10.0640,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001377,0.000739,0.000408,0.001615,0.001959,-0.004780,0.000750,24.211010,16.231733,1.000000,1.078473,0.209149,0.019206,0.006835,109,1208,0.000011,nan,0.539242,nan,54.500000,0.001615,0.000000,0.000000,0.000807,1.000000,nan,1207.500000,nan,0.027995,0.547145
2,1403636858.751666546,1779007436.321159,2.7004,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002106,0.001631,0.000848,0.002796,0.003338,-0.004594,0.000602,25.700935,16.253376,1.000000,1.163942,0.209614,0.019206,0.001672,107,1210,1.078473,nan,0.747475,nan,72.000000,0.001181,0.006835,0.001615,0.001470,1.000000,nan,1208.333374,nan,0.019206,0.544264
3,1403636858.801666498,1779007436.356041,2.6068,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002514,0.002900,0.001618,0.004165,0.002975,-0.002782,-0.000250,29.346939,19.235970,1.000000,1.091147,0.212059,0.018880,-0.000261,98,1208,1.163942,nan,0.833393,nan,78.500000,0.001369,0.001672,0.002796,0.002144,1.000000,nan,1208.250000,nan,0.019206,0.537019
4,1403636858.851666451,1779007436.403885,2.9317,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003507,0.004278,0.002168,0.005942,0.002661,-0.003708,-0.000137,14.500000,19.502115,1.000000,0.548538,0.204395,0.029622,0.002262,95,1209,1.091147,nan,0.776422,nan,81.800003,0.001777,-0.000261,0.004165,0.002904,1.000000,nan,1208.400024,nan,0.018880,0.549550
5,1403636858.901666403,1779007436.452186,4.1603,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004548,0.006181,0.002137,0.007966,0.001836,-0.005528,-0.000801,32.496452,17.647703,1.000000,1.146832,0.203714,0.024740,0.003337,141,1211,0.548538,0.000011,0.838157,28.200001,91.666664,0.002024,0.002262,0.005942,0.003747,1.000000,0.000000,1208.833374,-0.000255,0.029622,0.576009
6,1403636858.951666594,1779007436.500239,3.2379,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004764,0.007365,0.002400,0.009093,0.001417,-0.004581,-0.000990,23.912621,24.238537,1.000000,0.714053,0.204749,0.032227,0.000145,131,1207,1.146832,1.078473,0.820428,4.400000,97.285713,0.001128,0.003337,0.007966,0.004511,1.000000,0.000000,1208.571411,-0.000880,0.024740,0.576370
7,1403636859.001666546,1779007436.552614,4.1218,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005388,0.008386,0.002747,0.010340,0.001517,-0.005498,0.000039,38.116882,21.339233,1.000000,1.155940,0.205462,0.027018,0.001743,154,1205,0.714053,1.163942,0.862367,9.400000,104.375000,0.001059,0.000145,0.009093,0.005240,1.000000,0.000000,1208.125000,-0.000830,0.032227,0.587987
8,1403636859.051666498,1779007436.602340,3.9997,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005323,0.008478,0.001635,0.010144,0.002377,-0.004672,0.000610,24.327587,25.502956,1.000000,0.615959,0.219727,0.039062,-0.000312,141,1209,1.155940,1.091147,0.834988,8.600000,108.444443,-0.000009,0.001743,0.010340,0.005784,1.000000,0.000000,1208.222168,0.001534,0.027018,0.589758
9,1403636859.101666451,1779007436.652114,4.3940,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005776,0.008486,0.003454,0.010831,0.004833,-0.003641,0.001101,37.803371,20.714231,1.000000,1.160344,0.225286,0.029622,0.001564,178,1205,0.615959,0.548538,0.867524,16.600000,115.400002,0.000547,-0.000312,0.010144,0.006289,1.000000,0.000000,1207.900024,0.004178,0.039062,0.609977
10,1403636859.151666403,1779007436.701180,3.9453,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005305,0.006913,0.002959,0.009202,0.006123,-0.003456,0.001098,26.208334,26.538923,1.000000,0.743660,0.221506,0.041016,-0.000667,150,1205,1.160344,1.146832,0.941889,1.800000,130.399994,-0.001488,0.001564,0.010831,0.007209,1.000000,0.000000,1207.699951,0.003558,0.029622,0.594141
11,1403636859.201666594,1779007436.752401,5.0378,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005014,0.007190,0.003180,0.009325,0.005898,-0.002242,-0.000527,39.632980,21.295996,1.000000,1.144639,0.220265,0.033203,-0.000805,188,1207,0.743660,0.714053,0.948505,11.400000,138.300003,0.000033,-0.000667,0.009202,0.007980,1.000000,0.000000,1207.599976,0.003103,0.041016,0.619774
12,1403636859.251666546,1779007436.802475,4.4253,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004197,0.008212,0.002812,0.009641,0.004731,-0.005445,-0.000371,42.662792,21.628799,1.000000,1.197145,0.223741,0.028971,0.001350,172,1208,1.144639,1.155940,0.951826,3.600000,144.800003,0.000406,-0.000805,0.009325,0.008665,1.000000,0.000000,1207.400024,0.003656,0.033203,0.604043
13,1403636859.301666498,1779007436.853773,4.3518,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004112,0.009662,0.003190,0.010974,-0.000331,-0.006162,-0.000519,44.455128,20.550234,1.000000,1.386064,0.225126,0.027018,0.000303,156,1207,1.197145,0.615959,0.981317,3.000000,150.600006,0.001333,0.001350,0.009641,0.009346,1.000000,0.000000,1207.300049,0.001080,0.028971,0.587470
14,1403636859.351666451,1779007436.903629,4.0428,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003551,0.011495,0.003877,0.012640,-0.003563,-0.008117,0.005623,43.200001,20.174898,1.000000,1.255642,0.225216,0.027018,0.005970,150,1205,1.386064,1.160344,1.052028,-5.600000,156.100006,0.001666,0.000303,0.010974,0.010016,1.000000,0.000000,1206.900024,-0.000014,0.027018,0.583285
15,1403636859.401666403,1779007436.952714,3.9865,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002485,0.014293,0.005107,0.015380,-0.003296,-0.006143,0.001237,45.724831,22.834055,1.000000,1.257471,0.217726,0.025716,-0.000678,149,1207,1.255642,0.743660,1.063092,-0.200000,156.899994,0.002740,0.005970,0.012640,0.010757,1.000000,0.000000,1206.500000,-0.000756,0.027018,0.582145
16,1403636859.451666594,1779007437.005953,4.1612,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002896,0.016959,0.004711,0.017838,0.001384,-0.003604,-0.000148,18.106268,27.226341,1.000000,0.509137,0.224868,0.056641,-0.000758,139,1210,1.257471,1.144639,1.042600,-9.800000,157.699997,0.002458,-0.000678,0.015380,0.011632,1.000000,0.000000,1206.800049,0.000921,0.025716,0.595673
17,1403636859.501666546,1779007437.066470,8.0398,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002265,0.018629,0.004593,0.019321,0.006525,-0.004268,0.001281,41.708332,23.463913,1.000000,1.231387,0.226192,0.045573,0.005465,264,1206,0.509137,1.197145,1.050145,18.400000,168.699997,0.001535,-0.000758,0.017838,0.012530,1.000000,0.000000,1206.900024,0.000490,0.056641,0.631692
18,1403636859.551666498,1779007437.109354,5.7403,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002484,0.020288,0.005356,0.021130,0.006547,-0.005804,0.002599,46.385281,21.587704,1.000000,1.375939,0.228570,0.037435,0.003091,231,1208,1.231387,1.386064,1.126143,15.000000,177.699997,0.001757,0.005465,0.019321,0.013628,1.000000,0.000000,1206.800049,0.000689,0.045573,0.628927
19,1403636859.601666451,1779007437.155548,5.7047,2,OK,1,0,0,0,hurwitz,unknown_build,55.650,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002118,0.022283,0.004945,0.022923,0.001660,-0.009579,0.004500,51.077293,23.941235,1.000000,1.486901,0.230645,0.037109,0.003378,207,1204,1.375939,1.255642,1.158799,11.400000,180.600006,0.001793,0.003091,0.021130,0.014837,1.000000,0.000000,1206.699951,0.001086,0.037435,0.627984
20,1403636859.701666594,1779007437.255660,3.7125,2,OK,1,0,0,0,hurwitz,unknown_build,57.850,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002751,0.043835,0.009166,0.044867,-0.013540,-0.016956,0.005794,53.223778,24.302122,1.000000,1.506525,0.184357,0.026042,0.033691,143,1206,1.486901,1.257471,1.235085,-1.200000,179.899994,0.021945,0.003378,0.022923,0.018404,1.000000,0.000000,1206.800049,-0.006674,0.037109,0.574659
21,1403636859.751666546,1779007437.310017,4.4051,2,OK,1,0,0,0,hurwitz,unknown_build,57.850,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001392,0.024864,0.000786,0.024916,-0.011969,-0.007724,0.004431,20.433414,31.026989,1.000000,0.632094,0.206063,0.063802,-0.027492,150,1203,1.506525,0.509137,1.183831,2.200000,176.100006,-0.019952,0.033691,0.044867,0.019963,1.000000,0.000000,1206.400024,-0.003761,0.026042,0.601472
22,1403636859.801666498,1779007437.363647,8.4710,2,OK,1,0,0,0,hurwitz,unknown_build,57.850,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001138,0.022419,0.005042,0.023007,-0.010404,-0.008035,0.006495,38.567566,22.007263,1.000000,1.384348,0.210969,0.048828,-0.002164,296,1208,0.632094,1.231387,1.202551,6.400000,188.500000,-0.001909,-0.027492,0.024916,0.021300,1.000000,0.000000,1206.400024,-0.003045,0.063802,0.630792
23,1403636859.851666451,1779007437.405866,6.1030,2,OK,1,0,0,0,hurwitz,unknown_build,57.850,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001031,0.019187,0.002359,0.019359,-0.008089,-0.007184,0.006134,40.841698,23.263021,1.000000,1.407308,0.210487,0.043945,-0.005520,259,1208,1.384348,1.375939,1.204675,5.600000,198.800003,-0.003735,-0.002164,0.023007,0.022138,1.000000,0.000000,1206.500000,-0.003617,0.048828,0.629770
24,1403636859.901666403,1779007437.453965,5.7505,2,OK,1,0,0,0,hurwitz,unknown_build,57.850,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001034,0.019964,0.005876,0.020836,-0.004716,-0.004100,0.003520,45.576576,22.960032,1.000000,1.267862,0.209689,0.040365,-0.004141,222,1206,1.407308,1.486901,1.205897,3.000000,206.000000,0.001564,-0.005520,0.019359,0.022958,1.000000,0.000000,1206.599976,-0.004191,0.043945,0.630430
