frame,timestamp,realtime_sec,track_inner_ms,tracking_state,tracking_state_name,flag_ok,flag_recently_lost,flag_lost,flag_vo,host,build_id,cpu_temp_c,throttled_hex,imu_scale_s,bias_bax,bias_bay,bias_baz,bias_bwx,bias_bwy,bias_bwz,dx,dy,dz,e_trans,drx,dry,drz,mean_desc_dist,desc_std,inlier_ratio,reproj_error,feature_spread,feature_grid_coverage,velocity_change,map_inliers,keypoints,reproj_error_lag1,reproj_error_lag5,reproj_error_rolling_mean,map_inliers_trend,map_inliers_rolling_mean,velocity_acceleration,velocity_change_lag1,drift_prev,drift_rolling_mean,inlier_ratio_lag1,inlier_ratio_trend,keypoints_rolling_mean,feature_spread_trend,feature_grid_coverage_lag1,tracking_health_score
0,1403715523.912142992,1779008701.792489,1.2220,2,OK,1,0,0,0,hurwitz,unknown_build,60.600,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000017,0.269330,0.009440,0.000000,0,1210,nan,nan,0.000017,nan,0.000000,0.000000,nan,nan,0.000000,nan,nan,1210.000000,nan,nan,0.651560
1,1403715523.962142944,1779008701.880249,21.7504,2,OK,1,0,0,0,hurwitz,unknown_build,60.600,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000165,0.000049,-0.000012,0.000172,0.000024,0.000068,-0.000676,5.500000,10.627432,1.000000,0.326611,0.266237,0.007812,0.000853,52,1206,0.000017,nan,0.163314,nan,26.000000,0.000172,0.000000,0.000000,0.000086,1.000000,nan,1208.000000,nan,0.009440,0.522850
2,1403715524.012142897,1779008701.927491,2.3953,2,OK,1,0,0,0,hurwitz,unknown_build,60.600,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000246,0.000027,0.000198,0.000317,0.000092,-0.000113,0.000523,3.137255,5.523639,1.000000,0.111407,0.272985,0.008138,0.000008,51,1201,0.326611,nan,0.146011,nan,34.333332,0.000145,0.000853,0.000172,0.000163,1.000000,nan,1205.666626,nan,0.007812,0.571426
3,1403715524.062143087,1779008701.978971,2.3191,2,OK,1,0,0,0,hurwitz,unknown_build,60.600,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000105,-0.000003,0.000119,0.000159,0.000233,0.000053,-0.000863,8.250000,11.560667,1.000000,0.601881,0.277101,0.008789,0.000193,52,1207,0.111407,nan,0.259979,nan,38.750000,-0.000158,0.000008,0.000317,0.000162,1.000000,nan,1206.000000,nan,0.008138,0.505050
4,1403715524.112143040,1779008702.045587,2.0343,2,OK,1,0,0,0,hurwitz,unknown_build,60.600,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000492,-0.000136,-0.001522,0.001605,-0.000695,0.000139,0.000388,8.036364,14.252224,1.000000,0.621147,0.270418,0.008464,0.001359,55,1202,0.601881,nan,0.332213,nan,42.000000,0.001446,0.000193,0.000159,0.000451,1.000000,nan,1205.199951,nan,0.008789,0.506963
5,1403715524.162142992,1779008702.087602,2.2396,2,OK,1,0,0,0,hurwitz,unknown_build,60.600,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000298,0.000098,0.001229,0.001269,0.000362,-0.000097,0.000075,8.660378,15.804158,1.000000,0.618068,0.276402,0.008789,-0.000762,53,1202,0.621147,0.000017,0.379855,10.600000,43.833332,-0.000336,0.001359,0.001605,0.000587,1.000000,0.000000,1204.666626,0.001414,0.008464,0.505332
6,1403715524.212142944,1779008702.130356,1.8024,2,OK,1,0,0,0,hurwitz,unknown_build,60.600,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000891,-0.000112,0.001485,0.001735,0.000443,0.000424,-0.000151,8.137255,12.263479,1.000000,0.607604,0.273521,0.007812,0.000716,51,1206,0.618068,0.326611,0.412391,-0.200000,44.857143,0.000467,-0.000762,0.001269,0.000751,1.000000,0.000000,1204.857178,0.001457,0.008789,0.503762
7,1403715524.262142897,1779008702.168260,1.9898,2,OK,1,0,0,0,hurwitz,unknown_build,60.600,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000676,-0.000027,-0.000727,0.000993,-0.000208,-0.000431,0.000261,6.481482,9.480469,1.000000,0.278661,0.271700,0.008464,-0.000829,54,1208,0.607604,0.111407,0.395675,0.600000,46.000000,-0.000742,0.000716,0.001735,0.000781,1.000000,0.000000,1205.250000,-0.000257,0.007812,0.530684
8,1403715524.312143087,1779008702.217900,1.7456,2,OK,1,0,0,0,hurwitz,unknown_build,60.600,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000285,-0.000053,0.000602,0.000668,-0.000042,-0.000132,0.000140,8.188680,14.427512,1.000000,0.366809,0.264330,0.008464,-0.000673,53,1206,0.278661,0.601881,0.392467,0.200000,46.777779,-0.000325,-0.000829,0.000993,0.000769,1.000000,0.000000,1205.333374,-0.002554,0.008464,0.519867
9,1403715524.362143040,1779008702.261880,2.3327,2,OK,1,0,0,0,hurwitz,unknown_build,60.600,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000512,0.000166,-0.001365,0.001468,-0.000122,-0.000006,0.000306,5.929824,10.970229,1.000000,0.234144,0.276310,0.009115,0.000932,57,1207,0.366809,0.621147,0.376635,0.400000,47.799999,0.000800,-0.000673,0.000668,0.000839,1.000000,0.000000,1205.500000,0.001178,0.008464,0.540596
10,1403715524.412142992,1779008702.306356,2.2509,3,RECENTLY_LOST,0,1,0,0,hurwitz,unknown_build,60.600,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000018,-0.000108,0.000605,0.000615,0.000127,0.000089,-0.001522,10.632653,13.651186,1.000000,0.816150,0.276952,0.008138,0.000347,49,1204,0.234144,0.618068,0.458248,-0.800000,52.700001,-0.000853,0.000932,0.001468,0.000900,1.000000,0.000000,1204.900024,0.000110,0.009115,0.445866
