frame,timestamp,realtime_sec,track_inner_ms,tracking_state,tracking_state_name,flag_ok,flag_recently_lost,flag_lost,flag_vo,host,build_id,cpu_temp_c,throttled_hex,imu_scale_s,bias_bax,bias_bay,bias_baz,bias_bwx,bias_bwy,bias_bwz,dx,dy,dz,e_trans,drx,dry,drz,mean_desc_dist,desc_std,inlier_ratio,reproj_error,feature_spread,feature_grid_coverage,velocity_change,map_inliers,keypoints,reproj_error_lag1,reproj_error_lag5,reproj_error_rolling_mean,map_inliers_trend,map_inliers_rolling_mean,velocity_acceleration,velocity_change_lag1,drift_prev,drift_rolling_mean,inlier_ratio_lag1,inlier_ratio_trend,keypoints_rolling_mean,feature_spread_trend,feature_grid_coverage_lag1,tracking_health_score
0,1403715886.584058046,1779008875.053132,1.1566,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000006,0.181500,0.026042,0.000000,0,1205,nan,nan,0.000006,nan,0.000000,0.000000,nan,nan,0.000000,nan,nan,1205.000000,nan,nan,0.654411
1,1403715886.634057999,1779008875.104084,11.2260,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000199,0.000168,0.000713,0.000759,0.000094,-0.000257,-0.000123,8.761905,12.929864,1.000000,0.251193,0.177110,0.022135,0.001059,126,1204,0.000006,nan,0.125599,nan,63.000000,0.000759,0.000000,0.000000,0.000380,1.000000,nan,1204.500000,nan,0.026042,0.601967
2,1403715886.684057951,1779008875.140520,3.0816,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000094,-0.000079,0.000046,0.000131,-0.000086,0.000159,0.000050,9.440678,12.280989,1.000000,0.254014,0.178684,0.021484,-0.000740,118,1203,0.251193,nan,0.168404,nan,81.333336,-0.000628,0.001059,0.000759,0.000297,1.000000,nan,1204.000000,nan,0.022135,0.594198
3,1403715886.734057903,1779008875.173579,2.9037,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000148,-0.000091,0.000174,-0.000039,0.000044,0.000243,8.142858,12.419719,1.000000,0.226187,0.181179,0.022135,0.000105,126,1204,0.254014,nan,0.182850,nan,92.500000,0.000043,-0.000740,0.000131,0.000266,1.000000,nan,1204.000000,nan,0.021484,0.606394
4,1403715886.784058094,1779008875.205776,3.2069,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000079,0.000159,-0.000224,0.000286,0.000118,-0.000029,-0.000150,9.211382,13.173796,1.000000,0.261046,0.180561,0.022461,0.000055,123,1207,0.226187,nan,0.198489,nan,98.599998,0.000112,0.000105,0.000174,0.000270,1.000000,nan,1204.599976,nan,0.022135,0.597754
5,1403715886.834058046,1779008875.257417,2.7921,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000249,-0.000158,-0.000023,0.000296,-0.000158,0.000119,-0.000484,8.835938,12.235828,1.000000,0.281472,0.176777,0.023112,0.000340,128,1204,0.261046,0.000006,0.212320,25.600000,103.500000,0.000010,0.000055,0.000286,0.000274,1.000000,0.000000,1204.500000,-0.000944,0.022461,0.599384
6,1403715886.884057999,1779008875.318406,2.7523,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000166,0.000019,-0.000681,0.000701,0.000178,0.000130,0.000173,11.050420,16.924870,1.000000,0.325129,0.175223,0.021484,0.000162,119,1204,0.281472,0.251193,0.228435,-1.400000,105.714287,0.000405,0.000340,0.000296,0.000335,1.000000,0.000000,1204.428589,-0.000377,0.023112,0.585636
7,1403715886.934057951,1779008875.362701,2.5496,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000200,0.000005,0.000253,0.000322,-0.000149,-0.000030,-0.000125,9.161290,11.751726,1.000000,0.306280,0.176909,0.023112,-0.000462,124,1205,0.325129,0.254014,0.238166,1.200000,108.000000,-0.000378,0.000162,0.000701,0.000334,1.000000,0.000000,1204.500000,-0.000355,0.021484,0.592584
8,1403715886.984057903,1779008875.408197,2.8715,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000377,0.000152,0.000733,0.000838,0.000016,-0.000350,0.000222,9.918699,14.274651,1.000000,0.375597,0.178059,0.022461,0.000734,123,1205,0.306280,0.226187,0.253436,-0.600000,109.666664,0.000516,-0.000462,0.000322,0.000390,1.000000,0.000000,1204.555542,-0.000624,0.023112,0.584466
9,1403715887.034058094,1779008875.458272,2.7586,2,OK,1,0,0,0,hurwitz,unknown_build,61.150,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000505,0.000107,0.000118,0.000530,0.000109,-0.000237,0.000064,11.288000,17.608551,1.000000,0.362622,0.178659,0.023438,-0.000455,125,1204,0.375597,0.261046,0.264355,0.400000,111.199997,-0.000308,0.000734,0.000838,0.000404,1.000000,0.000000,1204.500000,-0.000381,0.022461,0.587595
