frame,timestamp,realtime_sec,track_inner_ms,tracking_state,tracking_state_name,flag_ok,flag_recently_lost,flag_lost,flag_vo,host,build_id,cpu_temp_c,throttled_hex,imu_scale_s,bias_bax,bias_bay,bias_baz,bias_bwx,bias_bwy,bias_bwz,dx,dy,dz,e_trans,drx,dry,drz,mean_desc_dist,desc_std,inlier_ratio,reproj_error,feature_spread,feature_grid_coverage,velocity_change,map_inliers,keypoints,reproj_error_lag1,reproj_error_lag5,reproj_error_rolling_mean,map_inliers_trend,map_inliers_rolling_mean,velocity_acceleration,velocity_change_lag1,drift_prev,drift_rolling_mean,inlier_ratio_lag1,inlier_ratio_trend,keypoints_rolling_mean,feature_spread_trend,feature_grid_coverage_lag1,tracking_health_score
0,1413394881.605760574,1779009578.344450,2.0618,2,OK,1,0,0,0,hurwitz,unknown_build,59.500,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000006,0.208438,0.057617,0.000000,0,1207,nan,nan,0.000006,nan,0.000000,0.000000,nan,nan,0.000000,nan,nan,1207.000000,nan,nan,0.659780
1,1413394881.655760527,1779009578.401641,15.0524,2,OK,1,0,0,0,hurwitz,unknown_build,59.500,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000207,0.000072,0.000465,0.000514,-0.000050,0.000175,-0.000100,9.144068,12.398930,1.000000,0.334162,0.201082,0.051432,0.000722,354,1202,0.000006,nan,0.167084,nan,177.000000,0.000514,0.000000,0.000000,0.000257,1.000000,nan,1204.500000,nan,0.057617,0.662656
2,1413394881.705760479,1779009578.442574,7.4415,2,OK,1,0,0,0,hurwitz,unknown_build,59.500,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000406,0.000001,-0.000496,0.000641,0.000246,0.000138,-0.000152,12.156250,14.349346,1.000000,0.560139,0.200866,0.052409,0.000240,352,1205,0.334162,nan,0.298102,nan,235.333328,0.000127,0.000722,0.000514,0.000385,1.000000,nan,1204.666626,nan,0.051432,0.647401
3,1413394881.755760431,1779009578.482193,8.5513,2,OK,1,0,0,0,hurwitz,unknown_build,59.500,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000420,-0.000040,0.000425,0.000599,-0.000250,0.000016,0.000064,13.059829,14.303763,1.000000,0.582790,0.200706,0.049805,-0.000105,351,1208,0.560139,nan,0.369274,nan,264.250000,-0.000043,0.000240,0.000641,0.000439,1.000000,nan,1205.500000,nan,0.052409,0.645989
4,1413394881.805760384,1779009578.519483,7.6798,2,OK,1,0,0,0,hurwitz,unknown_build,59.500,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000023,-0.000111,0.000065,0.000130,-0.000236,-0.000125,-0.000063,13.047059,14.115417,1.000000,0.575323,0.200521,0.050130,-0.000452,340,1204,0.582790,nan,0.410484,nan,279.399994,-0.000468,-0.000105,0.000599,0.000377,1.000000,nan,1205.199951,nan,0.049805,0.646357
5,1413394881.855760574,1779009578.565728,7.9215,2,OK,1,0,0,0,hurwitz,unknown_build,59.500,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000211,0.000002,-0.000456,0.000502,0.000018,-0.000022,0.000230,13.045584,14.123724,1.000000,0.568221,0.201139,0.051432,0.000330,351,1210,0.575323,0.000006,0.436773,70.199997,291.333344,0.000372,-0.000452,0.000130,0.000398,1.000000,0.000000,1206.000000,-0.001460,0.050130,0.646881
6,1413394881.905760527,1779009578.614406,8.2501,2,OK,1,0,0,0,hurwitz,unknown_build,59.500,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000229,0.000023,0.000901,0.000930,0.000020,-0.000194,0.000117,14.130790,14.221838,1.000000,0.693055,0.203675,0.052409,0.000423,367,1206,0.568221,0.334162,0.473385,2.600000,302.142853,0.000427,0.000330,0.000502,0.000474,1.000000,0.000000,1206.000000,0.000519,0.051432,0.642523
7,1413394881.955760479,1779009578.664720,7.9967,2,OK,1,0,0,0,hurwitz,unknown_build,59.500,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000175,0.000106,-0.000202,0.000287,0.000074,0.000172,-0.000034,13.276163,13.405867,1.000000,0.564091,0.204592,0.050130,-0.000680,344,1204,0.693055,0.560139,0.484723,-1.600000,307.375000,-0.000643,0.000423,0.000930,0.000451,1.000000,0.000000,1205.750000,0.000745,0.052409,0.646839
8,1413394882.005760431,1779009578.712853,6.9975,2,OK,1,0,0,0,hurwitz,unknown_build,59.500,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000471,-0.000109,-0.000525,0.000714,-0.000065,-0.000360,-0.000239,14.671429,13.860039,1.000000,0.669072,0.200108,0.050456,0.000673,350,1202,0.564091,0.582790,0.505207,-0.200000,312.111115,0.000427,-0.000680,0.000287,0.000480,1.000000,0.000000,1205.333374,-0.000120,0.050130,0.642944
9,1413394882.055760384,1779009578.763546,7.2003,2,OK,1,0,0,0,hurwitz,unknown_build,59.500,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000298,0.000074,0.000341,0.000460,0.000070,0.000145,0.000397,15.039886,15.544392,1.000000,0.660473,0.201403,0.052083,-0.000262,351,1204,0.669072,0.575323,0.520733,2.200000,316.000000,-0.000254,0.000673,0.000714,0.000478,1.000000,0.000000,1205.199951,0.000177,0.050456,0.643502
