frame,timestamp,realtime_sec,track_inner_ms,tracking_state,tracking_state_name,flag_ok,flag_recently_lost,flag_lost,flag_vo,host,build_id,cpu_temp_c,throttled_hex,imu_scale_s,bias_bax,bias_bay,bias_baz,bias_bwx,bias_bwy,bias_bwz,dx,dy,dz,e_trans,drx,dry,drz,mean_desc_dist,desc_std,inlier_ratio,reproj_error,feature_spread,feature_grid_coverage,velocity_change,map_inliers,keypoints,reproj_error_lag1,reproj_error_lag5,reproj_error_rolling_mean,map_inliers_trend,map_inliers_rolling_mean,velocity_acceleration,velocity_change_lag1,drift_prev,drift_rolling_mean,inlier_ratio_lag1,inlier_ratio_trend,keypoints_rolling_mean,feature_spread_trend,feature_grid_coverage_lag1,tracking_health_score
0,1403638518.077829599,1779008181.147069,1.1124,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000010,0.235692,0.021159,0.000000,0,1207,nan,nan,0.000010,nan,0.000000,0.000000,nan,nan,0.000000,nan,nan,1207.000000,nan,nan,0.653571
1,1403638518.127829552,1779008181.194384,11.1085,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000194,0.000372,0.000513,0.000663,0.000098,0.000015,0.000158,10.663865,15.512141,1.000000,0.372607,0.232459,0.017904,0.000849,119,1205,0.000010,nan,0.186309,nan,59.500000,0.000663,0.000000,0.000000,0.000332,1.000000,nan,1206.000000,nan,0.021159,0.580354
2,1403638518.177829504,1779008181.224596,3.2475,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000035,-0.000083,-0.000029,0.000095,0.000042,-0.000025,0.000120,8.669354,12.727741,1.000000,0.311705,0.236058,0.018229,-0.000625,124,1203,0.372607,nan,0.228107,nan,81.000000,-0.000569,0.000849,0.000663,0.000253,1.000000,nan,1205.000000,nan,0.017904,0.591108
3,1403638518.227829456,1779008181.253504,2.7777,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000097,0.000075,0.000032,0.000127,0.000135,-0.000044,-0.000027,10.120000,14.559451,1.000000,0.415269,0.232030,0.018880,0.000048,125,1204,0.311705,nan,0.274898,nan,92.000000,0.000032,-0.000625,0.000095,0.000221,1.000000,nan,1204.750000,nan,0.018229,0.582479
4,1403638518.277829409,1779008181.304512,2.8908,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000152,-0.000290,-0.000504,0.000601,-0.000217,0.000087,-0.000150,9.016000,11.636483,1.000000,0.223551,0.226786,0.018229,0.000606,125,1204,0.415269,nan,0.264628,nan,98.599998,0.000474,0.000048,0.000127,0.000297,1.000000,nan,1204.599976,nan,0.018880,0.605339
5,1403638518.327829599,1779008181.354700,2.8400,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000062,0.000141,-0.000215,0.000264,0.000056,0.000121,-0.000204,11.347108,15.122481,1.000000,0.380868,0.223355,0.018229,-0.000370,121,1205,0.223551,0.000010,0.284002,24.200001,102.333336,-0.000336,0.000606,0.000601,0.000292,1.000000,0.000000,1204.666626,-0.002467,0.018229,0.581493
6,1403638518.377829552,1779008181.405254,2.5570,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000004,-0.000216,0.000134,0.000254,-0.000129,-0.000186,0.000357,9.231405,12.079461,1.000000,0.241691,0.232312,0.017904,0.000168,121,1205,0.380868,0.372607,0.277957,0.400000,105.000000,-0.000010,-0.000370,0.000264,0.000286,1.000000,0.000000,1204.714233,-0.000029,0.018229,0.598350
7,1403638518.427829504,1779008181.457611,3.0786,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000035,0.000202,-0.000182,0.000274,0.000032,0.000096,-0.000086,8.266129,10.753933,1.000000,0.220967,0.225564,0.017578,-0.000269,124,1207,0.241691,0.311705,0.270834,0.000000,107.375000,0.000020,0.000168,0.000254,0.000285,1.000000,0.000000,1205.000000,-0.002099,0.017904,0.604836
8,1403638518.477829456,1779008181.505905,2.7227,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000009,-0.000129,0.000154,0.000201,0.000036,-0.000103,0.000125,9.568966,13.442868,1.000000,0.247915,0.227854,0.017578,-0.000040,116,1205,0.220967,0.415269,0.268287,-1.800000,108.333336,-0.000073,-0.000269,0.000274,0.000275,1.000000,0.000000,1205.000000,-0.000835,0.017578,0.592735
9,1403638518.527829409,1779008181.555575,2.9787,2,OK,1,0,0,0,hurwitz,unknown_build,62.800,N/A,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000080,0.000194,0.000035,0.000212,-0.000010,0.000077,-0.000117,9.421875,13.122377,1.000000,0.303580,0.225254,0.019206,-0.000015,128,1203,0.247915,0.223551,0.271816,0.600000,110.300003,0.000011,-0.000040,0.000201,0.000269,1.000000,0.000000,1204.800049,-0.000306,0.017578,0.595849
